,STATE_NAME,DISYR,Gender_Type,count
673,NEVADA,2013.0,Female,1967
674,NEVADA,2013.0,Male,3397
675,NEVADA,2014.0,Female,1715
676,NEVADA,2014.0,Male,2815
677,NEVADA,2015.0,Female,1263
678,NEVADA,2015.0,Male,2242
679,NEVADA,2016.0,Female,937
680,NEVADA,2016.0,Male,1641
681,NEVADA,2017.0,-9.0,4
682,NEVADA,2017.0,Female,895
683,NEVADA,2017.0,Male,1701
684,NEVADA,2018.0,-9.0,7
685,NEVADA,2018.0,Female,908
686,NEVADA,2018.0,Male,1832
687,NEVADA,2019.0,-9.0,3
688,NEVADA,2019.0,Female,1363
689,NEVADA,2019.0,Male,2383
690,NEW HAMPSHIRE ,2009.0,Female,1155
691,NEW HAMPSHIRE ,2009.0,Male,1924
692,NEW HAMPSHIRE ,2010.0,Female,1149
693,NEW HAMPSHIRE ,2010.0,Male,2107
694,NEW HAMPSHIRE ,2011.0,Female,968
695,NEW HAMPSHIRE ,2011.0,Male,1725
696,NEW HAMPSHIRE ,2012.0,Female,828
697,NEW HAMPSHIRE ,2012.0,Male,1419
698,NEW HAMPSHIRE ,2013.0,Female,834
699,NEW HAMPSHIRE ,2013.0,Male,1521
700,NEW HAMPSHIRE ,2014.0,Female,820
701,NEW HAMPSHIRE ,2014.0,Male,1356
702,NEW HAMPSHIRE ,2015.0,Female,925
703,NEW HAMPSHIRE ,2015.0,Male,1383
704,NEW HAMPSHIRE ,2016.0,Female,1078
705,NEW HAMPSHIRE ,2016.0,Male,1375
706,NEW HAMPSHIRE ,2017.0,-9.0,2
707,NEW HAMPSHIRE ,2017.0,Female,1164
708,NEW HAMPSHIRE ,2017.0,Male,1788
709,NEW HAMPSHIRE ,2018.0,-9.0,1
710,NEW HAMPSHIRE ,2018.0,Female,869
711,NEW HAMPSHIRE ,2018.0,Male,1205
712,NEW HAMPSHIRE ,2019.0,-9.0,1
713,NEW HAMPSHIRE ,2019.0,Female,449
714,NEW HAMPSHIRE ,2019.0,Male,540
715,NEW JERSEY,2009.0,-9.0,9
716,NEW JERSEY,2009.0,Female,6639
717,NEW JERSEY,2009.0,Male,16445
718,NEW JERSEY,2010.0,-9.0,7
719,NEW JERSEY,2010.0,Female,7344
720,NEW JERSEY,2010.0,Male,17797
721,NEW JERSEY,2011.0,-9.0,4
722,NEW JERSEY,2011.0,Female,7962
723,NEW JERSEY,2011.0,Male,19126
724,NEW JERSEY,2012.0,Female,8309
725,NEW JERSEY,2012.0,Male,18782
726,NEW JERSEY,2013.0,-9.0,4
727,NEW JERSEY,2013.0,Female,8013
728,NEW JERSEY,2013.0,Male,17891
729,NEW JERSEY,2014.0,-9.0,2
730,NEW JERSEY,2014.0,Female,7150
731,NEW JERSEY,2014.0,Male,16484
732,NEW JERSEY,2015.0,-9.0,9
733,NEW JERSEY,2015.0,Female,7747
734,NEW JERSEY,2015.0,Male,17745
735,NEW JERSEY,2016.0,-9.0,8
736,NEW JERSEY,2016.0,Female,8602
737,NEW JERSEY,2016.0,Male,18961
738,NEW JERSEY,2017.0,-9.0,9
739,NEW JERSEY,2017.0,Female,8675
740,NEW JERSEY,2017.0,Male,19315
741,NEW JERSEY,2018.0,-9.0,10
742,NEW JERSEY,2018.0,Female,9634
743,NEW JERSEY,2018.0,Male,20391
744,NEW JERSEY,2019.0,-9.0,20
745,NEW JERSEY,2019.0,Female,9735
746,NEW JERSEY,2019.0,Male,20572
747,NEW MEXICO ,2010.0,-9.0,1684
748,NEW MEXICO ,2010.0,Female,1409
749,NEW MEXICO ,2010.0,Male,2221
750,NEW MEXICO ,2011.0,-9.0,2972
751,NEW MEXICO ,2011.0,Female,2906
752,NEW MEXICO ,2011.0,Male,3792
753,NEW MEXICO ,2015.0,-9.0,1
754,NEW MEXICO ,2015.0,Female,232
755,NEW MEXICO ,2015.0,Male,595
756,NEW MEXICO ,2016.0,-9.0,6
757,NEW MEXICO ,2016.0,Female,126
758,NEW MEXICO ,2016.0,Male,282
759,NEW MEXICO ,2017.0,-9.0,5
760,NEW MEXICO ,2017.0,Female,96
761,NEW MEXICO ,2017.0,Male,200
762,NEW MEXICO ,2018.0,-9.0,5
763,NEW MEXICO ,2018.0,Female,32
764,NEW MEXICO ,2018.0,Male,48
765,NEW MEXICO ,2019.0,-9.0,4
766,NEW MEXICO ,2019.0,Female,71
767,NEW MEXICO ,2019.0,Male,108
768,NEW YORK,2009.0,Female,35322
769,NEW YORK,2009.0,Male,94710
770,NEW YORK,2010.0,Female,39085
771,NEW YORK,2010.0,Male,102768
772,NEW YORK,2011.0,Female,38986
773,NEW YORK,2011.0,Male,100575
774,NEW YORK,2012.0,Female,38662
775,NEW YORK,2012.0,Male,96438
776,NEW YORK,2013.0,Female,38622
777,NEW YORK,2013.0,Male,94614
778,NEW YORK,2014.0,Female,37881
779,NEW YORK,2014.0,Male,92507
780,NEW YORK,2015.0,Female,38248
781,NEW YORK,2015.0,Male,91056
782,NEW YORK,2016.0,Female,37628
783,NEW YORK,2016.0,Male,87467
784,NEW YORK,2017.0,Female,36909
785,NEW YORK,2017.0,Male,84947
786,NEW YORK,2018.0,Female,37046
787,NEW YORK,2018.0,Male,83322
788,NEW YORK,2019.0,Female,35677
789,NEW YORK,2019.0,Male,80805
790,NORTH CAROLINA,2010.0,-9.0,5
791,NORTH CAROLINA,2010.0,Female,19371
792,NORTH CAROLINA,2010.0,Male,40919
793,NORTH CAROLINA,2011.0,-9.0,6
794,NORTH CAROLINA,2011.0,Female,18930
795,NORTH CAROLINA,2011.0,Male,39823
796,NORTH CAROLINA,2012.0,-9.0,7
797,NORTH CAROLINA,2012.0,Female,15408
798,NORTH CAROLINA,2012.0,Male,32801
799,NORTH CAROLINA,2013.0,-9.0,4
800,NORTH CAROLINA,2013.0,Female,11270
801,NORTH CAROLINA,2013.0,Male,24753
802,NORTH CAROLINA,2014.0,-9.0,7
803,NORTH CAROLINA,2014.0,Female,11369
804,NORTH CAROLINA,2014.0,Male,24128
805,NORTH CAROLINA,2015.0,-9.0,16
806,NORTH CAROLINA,2015.0,Female,6886
807,NORTH CAROLINA,2015.0,Male,16106
808,NORTH CAROLINA,2016.0,-9.0,16
809,NORTH CAROLINA,2016.0,Female,12409
810,NORTH CAROLINA,2016.0,Male,26409
811,NORTH CAROLINA,2017.0,-9.0,3
812,NORTH CAROLINA,2017.0,Female,32124
813,NORTH CAROLINA,2017.0,Male,64405
814,NORTH CAROLINA,2018.0,-9.0,1
815,NORTH CAROLINA,2018.0,Female,28779
816,NORTH CAROLINA,2018.0,Male,51400
817,NORTH CAROLINA,2019.0,-9.0,7
818,NORTH CAROLINA,2019.0,Female,36294
819,NORTH CAROLINA,2019.0,Male,65109
820,NORTH DAKOTA,2009.0,-9.0,5
821,NORTH DAKOTA,2009.0,Female,487
822,NORTH DAKOTA,2009.0,Male,880
823,NORTH DAKOTA,2010.0,-9.0,2
824,NORTH DAKOTA,2010.0,Female,461
825,NORTH DAKOTA,2010.0,Male,822
826,NORTH DAKOTA,2011.0,-9.0,5
827,NORTH DAKOTA,2011.0,Female,325
828,NORTH DAKOTA,2011.0,Male,536
829,NORTH DAKOTA,2012.0,Female,173
830,NORTH DAKOTA,2012.0,Male,382
831,NORTH DAKOTA,2013.0,-9.0,1
832,NORTH DAKOTA,2013.0,Female,179
833,NORTH DAKOTA,2013.0,Male,347
834,NORTH DAKOTA,2014.0,Female,185
835,NORTH DAKOTA,2014.0,Male,351
836,NORTH DAKOTA,2015.0,-9.0,1
837,NORTH DAKOTA,2015.0,Female,245
838,NORTH DAKOTA,2015.0,Male,359
839,NORTH DAKOTA,2016.0,Female,13
840,NORTH DAKOTA,2016.0,Male,17
841,NORTH DAKOTA,2017.0,Female,14
842,NORTH DAKOTA,2017.0,Male,26
843,NORTH DAKOTA,2019.0,-9.0,1
844,NORTH DAKOTA,2019.0,Female,24
845,NORTH DAKOTA,2019.0,Male,55
846,OHIO,2009.0,Female,18494
847,OHIO,2009.0,Male,33212
848,OHIO,2010.0,-9.0,1
849,OHIO,2010.0,Female,16310
850,OHIO,2010.0,Male,29691
851,OHIO,2011.0,Female,13024
852,OHIO,2011.0,Male,23359
853,OHIO,2012.0,Female,7627
854,OHIO,2012.0,Male,13755
855,OHIO,2013.0,-9.0,2
856,OHIO,2013.0,Female,8183
857,OHIO,2013.0,Male,15280
858,OHIO,2014.0,Female,9140
859,OHIO,2014.0,Male,16887
860,OHIO,2015.0,-9.0,3
861,OHIO,2015.0,Female,8742
862,OHIO,2015.0,Male,14993
863,OHIO,2016.0,-9.0,3
864,OHIO,2016.0,Female,7393
865,OHIO,2016.0,Male,11848
866,OHIO,2017.0,-9.0,6
867,OHIO,2017.0,Female,6691
868,OHIO,2017.0,Male,10936
869,OHIO,2018.0,-9.0,5
870,OHIO,2018.0,Female,5581
871,OHIO,2018.0,Male,9763
872,OHIO,2019.0,-9.0,1
873,OHIO,2019.0,Female,3848
874,OHIO,2019.0,Male,6244
875,OKLAHOMA,2009.0,Female,3242
876,OKLAHOMA,2009.0,Male,5328
877,OKLAHOMA,2010.0,Female,2427
878,OKLAHOMA,2010.0,Male,3680
879,OKLAHOMA,2011.0,Female,3062
880,OKLAHOMA,2011.0,Male,3848
881,OKLAHOMA,2012.0,Female,3315
882,OKLAHOMA,2012.0,Male,4745
883,OKLAHOMA,2013.0,Female,3424
884,OKLAHOMA,2013.0,Male,4618
885,OKLAHOMA,2014.0,Female,4027
886,OKLAHOMA,2014.0,Male,5154
887,OKLAHOMA,2015.0,Female,3598
888,OKLAHOMA,2015.0,Male,4685
889,OKLAHOMA,2016.0,Female,4175
890,OKLAHOMA,2016.0,Male,5218
891,OKLAHOMA,2017.0,Female,4158
892,OKLAHOMA,2017.0,Male,5128
893,OKLAHOMA,2018.0,Female,4267
894,OKLAHOMA,2018.0,Male,5018
895,OKLAHOMA,2019.0,Female,4118
896,OKLAHOMA,2019.0,Male,4410
897,PENNSYLVANIA,2012.0,Female,12
898,PENNSYLVANIA,2012.0,Male,29
899,PENNSYLVANIA,2013.0,Female,3476
900,PENNSYLVANIA,2013.0,Male,9751
901,PENNSYLVANIA,2014.0,Female,3721
902,PENNSYLVANIA,2014.0,Male,9974
903,PENNSYLVANIA,2015.0,-9.0,3
904,PENNSYLVANIA,2015.0,Female,1995
905,PENNSYLVANIA,2015.0,Male,5841
906,PENNSYLVANIA,2016.0,-9.0,1
907,PENNSYLVANIA,2016.0,Female,2428
908,PENNSYLVANIA,2016.0,Male,7058
909,PENNSYLVANIA,2017.0,-9.0,2
910,PENNSYLVANIA,2017.0,Female,3027
911,PENNSYLVANIA,2017.0,Male,8616
912,PENNSYLVANIA,2018.0,-9.0,4
913,PENNSYLVANIA,2018.0,Female,2923
914,PENNSYLVANIA,2018.0,Male,7823
915,PENNSYLVANIA,2019.0,-9.0,3
916,PENNSYLVANIA,2019.0,Female,3055
917,PENNSYLVANIA,2019.0,Male,8555
918,RHODE ISLAND,2009.0,Female,1366
919,RHODE ISLAND,2009.0,Male,3423
920,RHODE ISLAND,2010.0,Female,1648
921,RHODE ISLAND,2010.0,Male,3650
922,RHODE ISLAND,2011.0,Female,1737
923,RHODE ISLAND,2011.0,Male,3814
924,RHODE ISLAND,2012.0,Female,1770
925,RHODE ISLAND,2012.0,Male,3898
926,RHODE ISLAND,2013.0,Female,1635
927,RHODE ISLAND,2013.0,Male,3564
928,RHODE ISLAND,2014.0,Female,1494
929,RHODE ISLAND,2014.0,Male,3183
930,RHODE ISLAND,2015.0,Female,1640
931,RHODE ISLAND,2015.0,Male,3642
932,RHODE ISLAND,2016.0,Female,1783
933,RHODE ISLAND,2016.0,Male,3729
934,RHODE ISLAND,2017.0,Female,1764
935,RHODE ISLAND,2017.0,Male,3666
936,RHODE ISLAND,2018.0,Female,1348
937,RHODE ISLAND,2018.0,Male,2674
938,RHODE ISLAND,2019.0,Female,1963
939,RHODE ISLAND,2019.0,Male,4271
940,SOUTH DAKOTA,2009.0,Female,973
941,SOUTH DAKOTA,2009.0,Male,2341
942,SOUTH DAKOTA,2010.0,Female,1053
943,SOUTH DAKOTA,2010.0,Male,2255
944,SOUTH DAKOTA,2011.0,Female,1077
945,SOUTH DAKOTA,2011.0,Male,2334
946,SOUTH DAKOTA,2012.0,Female,1111
947,SOUTH DAKOTA,2012.0,Male,2484
948,SOUTH DAKOTA,2013.0,Female,1194
949,SOUTH DAKOTA,2013.0,Male,2468
950,SOUTH DAKOTA,2014.0,Female,1093
951,SOUTH DAKOTA,2014.0,Male,2453
952,SOUTH DAKOTA,2015.0,Female,1200
953,SOUTH DAKOTA,2015.0,Male,2191
954,SOUTH DAKOTA,2016.0,Female,1394
955,SOUTH DAKOTA,2016.0,Male,2868
956,SOUTH DAKOTA,2017.0,Female,1580
957,SOUTH DAKOTA,2017.0,Male,3262
958,SOUTH DAKOTA,2018.0,Female,1935
959,SOUTH DAKOTA,2018.0,Male,3639
960,SOUTH DAKOTA,2019.0,Female,2102
961,SOUTH DAKOTA,2019.0,Male,3787
962,TENNESSEE,2009.0,Female,260
963,TENNESSEE,2009.0,Male,650
964,TENNESSEE,2010.0,Female,319
965,TENNESSEE,2010.0,Male,749
966,TENNESSEE,2011.0,Female,581
967,TENNESSEE,2011.0,Male,1529
968,TENNESSEE,2012.0,Female,474
969,TENNESSEE,2012.0,Male,1388
970,TENNESSEE,2013.0,Female,532
971,TENNESSEE,2013.0,Male,1443
972,TENNESSEE,2014.0,Female,575
973,TENNESSEE,2014.0,Male,1384
974,TENNESSEE,2015.0,Female,698
975,TENNESSEE,2015.0,Male,1237
976,TENNESSEE,2016.0,Female,793
977,TENNESSEE,2016.0,Male,1168
978,TENNESSEE,2017.0,-9.0,1
979,TENNESSEE,2017.0,Female,624
980,TENNESSEE,2017.0,Male,1253
981,TENNESSEE,2018.0,-9.0,2
982,TENNESSEE,2018.0,Female,559
983,TENNESSEE,2018.0,Male,1105
984,TENNESSEE,2019.0,Female,738
985,TENNESSEE,2019.0,Male,1142
986,TEXAS,2009.0,Female,4167
987,TEXAS,2009.0,Male,4960
988,TEXAS,2010.0,Female,5254
989,TEXAS,2010.0,Male,7970
990,TEXAS,2011.0,Female,5730
991,TEXAS,2011.0,Male,8807
992,TEXAS,2012.0,Female,5343
993,TEXAS,2012.0,Male,8251
994,TEXAS,2013.0,Female,5127
995,TEXAS,2013.0,Male,7114
996,TEXAS,2014.0,Female,4615
997,TEXAS,2014.0,Male,6435
998,TEXAS,2015.0,Female,3810
999,TEXAS,2015.0,Male,5341
1000,TEXAS,2016.0,Female,3516
1001,TEXAS,2016.0,Male,5163
1002,TEXAS,2017.0,Female,3001
1003,TEXAS,2017.0,Male,4523
1004,TEXAS,2018.0,Female,5425
1005,TEXAS,2018.0,Male,8243
1006,TEXAS,2019.0,Female,5820
1007,TEXAS,2019.0,Male,9174
1008,UTAH,2009.0,Female,2869
1009,UTAH,2009.0,Male,5240
1010,UTAH,2010.0,Female,2732
1011,UTAH,2010.0,Male,4934
1012,UTAH,2011.0,Female,2667
1013,UTAH,2011.0,Male,4709
1014,UTAH,2012.0,Female,2804
1015,UTAH,2012.0,Male,4635
1016,UTAH,2013.0,Female,3043
1017,UTAH,2013.0,Male,4844
1018,UTAH,2014.0,Female,3035
1019,UTAH,2014.0,Male,4388
1020,UTAH,2015.0,Female,2987
1021,UTAH,2015.0,Male,4350
1022,UTAH,2016.0,Female,2537
1023,UTAH,2016.0,Male,4044
1024,UTAH,2017.0,Female,2599
1025,UTAH,2017.0,Male,3989
1026,UTAH,2018.0,Female,3032
1027,UTAH,2018.0,Male,4665
1028,UTAH,2019.0,Female,2658
1029,UTAH,2019.0,Male,4242
1030,VERMONT,2009.0,-9.0,1
1031,VERMONT,2009.0,Female,1186
1032,VERMONT,2009.0,Male,2408
1033,VERMONT,2010.0,-9.0,1
1034,VERMONT,2010.0,Female,1590
1035,VERMONT,2010.0,Male,3227
1036,VERMONT,2011.0,Female,1538
1037,VERMONT,2011.0,Male,2753
1038,VERMONT,2012.0,Female,1708
1039,VERMONT,2012.0,Male,2937
1040,VERMONT,2013.0,-9.0,1
1041,VERMONT,2013.0,Female,2159
1042,VERMONT,2013.0,Male,3638
1043,VERMONT,2014.0,-9.0,3
1044,VERMONT,2014.0,Female,2343
1045,VERMONT,2014.0,Male,3643
1046,VERMONT,2015.0,-9.0,1
1047,VERMONT,2015.0,Female,2382
1048,VERMONT,2015.0,Male,3688
1049,VERMONT,2016.0,-9.0,1
1050,VERMONT,2016.0,Female,2184
1051,VERMONT,2016.0,Male,3239
1052,VERMONT,2017.0,Female,2162
1053,VERMONT,2017.0,Male,3294
1054,VERMONT,2018.0,-9.0,3
1055,VERMONT,2018.0,Female,2456
1056,VERMONT,2018.0,Male,3856
1057,VERMONT,2019.0,-9.0,7
1058,VERMONT,2019.0,Female,2069
1059,VERMONT,2019.0,Male,3141
1060,WISCONSIN,2009.0,Female,3006
1061,WISCONSIN,2009.0,Male,8360
1062,WISCONSIN,2010.0,Female,3301
1063,WISCONSIN,2010.0,Male,8881
1064,WISCONSIN,2011.0,Female,3025
1065,WISCONSIN,2011.0,Male,8063
1066,WISCONSIN,2012.0,Female,2549
1067,WISCONSIN,2012.0,Male,6710
1068,WISCONSIN,2013.0,Female,2366
1069,WISCONSIN,2013.0,Male,6530
1070,WISCONSIN,2014.0,Female,1392
1071,WISCONSIN,2014.0,Male,3134
1072,WISCONSIN,2015.0,Female,1189
1073,WISCONSIN,2015.0,Male,2740
1074,WISCONSIN,2016.0,Female,1002
1075,WISCONSIN,2016.0,Male,2323
1076,WISCONSIN,2017.0,Female,1418
1077,WISCONSIN,2017.0,Male,3029
1078,WISCONSIN,2018.0,Female,1537
1079,WISCONSIN,2018.0,Male,3643
1080,WISCONSIN,2019.0,-9.0,1
1081,WISCONSIN,2019.0,Female,1545
1082,WISCONSIN,2019.0,Male,3289
1083,WYOMING,2009.0,-9.0,13
1084,WYOMING,2009.0,Female,356
1085,WYOMING,2009.0,Male,827
1086,WYOMING,2010.0,Female,461
1087,WYOMING,2010.0,Male,1138
1088,WYOMING,2011.0,-9.0,1
1089,WYOMING,2011.0,Female,738
1090,WYOMING,2011.0,Male,1648
1091,WYOMING,2012.0,Female,609
1092,WYOMING,2012.0,Male,1314
1093,WYOMING,2013.0,Female,654
1094,WYOMING,2013.0,Male,1406
1095,WYOMING,2014.0,Female,694
1096,WYOMING,2014.0,Male,1396
1097,WYOMING,2015.0,Female,630
1098,WYOMING,2015.0,Male,1361
1099,WYOMING,2016.0,Female,547
1100,WYOMING,2016.0,Male,1299
1101,WYOMING,2017.0,Female,534
1102,WYOMING,2017.0,Male,1119
1103,WYOMING,2018.0,Female,599
1104,WYOMING,2018.0,Male,1222
1105,WYOMING,2019.0,Female,707
1106,WYOMING,2019.0,Male,1390
